PROPERTY VALUE,ONTOLOGY TERM LABEL(S),ONTOLOGY TERM(S),ontology term URI
Respiratory Syncytial Virus Pneumonia,Respiratory Syncytial Virus Pneumonia,NCIT_C157971,http://purl.obolibrary.org/obo/NCIT_C157971
Roseolovirus,Roseolovirus,NCIT_C112410,http://purl.obolibrary.org/obo/NCIT_C112410
Rotaviral enteritis,Rotaviral Enteritis,NCIT_C157973,http://purl.obolibrary.org/obo/NCIT_C157973
Salmonellosis,Salmonellosis,NCIT_C157974,http://purl.obolibrary.org/obo/NCIT_C157974
SARS,SARS,OMIT_0035079,http://purl.obolibrary.org/obo/OMIT_0035079
Smallpox,Smallpox,NCIT_C35027,http://purl.obolibrary.org/obo/NCIT_C35027
Sneezing,Sneezing,NCIT_C50746,http://purl.obolibrary.org/obo/NCIT_C50746
Staphylococcal infection,Staphylococcal Infection,NCIT_C35038,http://purl.obolibrary.org/obo/NCIT_C35038
Streptococcus suis,Streptococcus suis,NCIT_C86807,http://purl.obolibrary.org/obo/NCIT_C86807
Travel,Travel,NCIT_C53462,http://purl.obolibrary.org/obo/NCIT_C53462
Transmissible spongiform encephalopathies,Transmissible Spongiform Encephalopathy Statement,NCIT_C115595,http://purl.obolibrary.org/obo/NCIT_C115595
Tsetse,Tsetse Flies,OMIT_0015207,http://purl.obolibrary.org/obo/OMIT_0015207
VZV,Varicella Zoster Virus,NCIT_C71091,http://purl.obolibrary.org/obo/NCIT_C71091
West Nile Disease,West Nile Virus,NCIT_C71877,http://purl.obolibrary.org/obo/NCIT_C71877
Food poisoning,Foodborne Illness,NCIT_C128351,http://purl.obolibrary.org/obo/NCIT_C128351
Iodine food,iodine atom,CHEBI_24859,http://purl.obolibrary.org/obo/CHEBI_24859
Abrin,Abrin,NCIT_C163576,http://purl.obolibrary.org/obo/NCIT_C163576
Clostridium,Clostridium,NCIT_C76275,http://purl.obolibrary.org/obo/NCIT_C76275
Cyclosarin,G-Series Nerve Agent GF,NCIT_C161530,http://purl.obolibrary.org/obo/NCIT_C161530
Phosphite,trimethyl phosphite,CHEBI_183313,http://purl.obolibrary.org/obo/CHEBI_183313
Triethanolamine,triethanolamine,CHEBI_28621,http://purl.obolibrary.org/obo/CHEBI_28621
Alkenes,Alkenes,OMIT_0001896,http://purl.obolibrary.org/obo/OMIT_0001896
Phosphide,phosphide,CHEBI_33468,http://purl.obolibrary.org/obo/CHEBI_33468
Silanes,silanes,CHEBI_37172,http://purl.obolibrary.org/obo/CHEBI_37172
Thiol,thiol,CHEBI_29256,http://purl.obolibrary.org/obo/CHEBI_29256
Ketene,ketene,CHEBI_48002,http://purl.obolibrary.org/obo/CHEBI_48002
Phosphine,Phosphine,NCIT_C163691,http://purl.obolibrary.org/obo/NCIT_C163691
Caesium,caesium atom,CHEBI_30514,http://purl.obolibrary.org/obo/CHEBI_30514
Akabane Virus,Akabane virus,NCBITaxon_70566,http://purl.obolibrary.org/obo/NCBITaxon_70566
Aspergillus,Aspergillus,NCIT_C77180,http://purl.obolibrary.org/obo/NCIT_C77180
Astrovirus,Astroviridae,NCIT_C112231,http://purl.obolibrary.org/obo/NCIT_C112231
Guanarito virus,Guanarito virus,NCBITaxon_45219,http://purl.obolibrary.org/obo/NCBITaxon_45219
Henipavirus,Henipavirus,NCIT_C112290,http://purl.obolibrary.org/obo/NCIT_C112290
Mayaro Virus,Mayaro virus,NCBITaxon_59301,http://purl.obolibrary.org/obo/NCBITaxon_59301
Mycobacterium,Mycobacterium,NCIT_C76369,http://purl.obolibrary.org/obo/NCIT_C76369
Phlebovirus,Phlebovirus,NCIT_C112397,http://purl.obolibrary.org/obo/NCIT_C112397
Prions,Prions,OMIT_0012284,http://purl.obolibrary.org/obo/OMIT_0012284
WIV1-CoV virus,viral pathogen,XCO_0000237,http://purl.obolibrary.org/obo/XCO_0000237
H7N4,G49018RC,GNO_G49018RC,http://purl.obolibrary.org/obo/GNO_G49018RC
FIFA2018-Diseases,DISEASES,CO_340:0000305,http://www.cropontology.org/rdf/CO_340:0000305
Russia-Diseases,Russia,OMIT_0013331,http://purl.obolibrary.org/obo/OMIT_0013331
Toxoplasma,Toxoplasma,NCIT_C75538,http://purl.obolibrary.org/obo/NCIT_C75538
Lumpy skin disease,lumpy skin disease,EFO_0007349,http://www.ebi.ac.uk/efo/EFO_0007349
Vaccination,Vaccination,NCIT_C15346,http://purl.obolibrary.org/obo/NCIT_C15346
Tilapia Lake Virus (TiLV),Tilapia lake virus,NCBITaxon_1549864,http://purl.obolibrary.org/obo/NCBITaxon_1549864
Infection with shrimp haemocyte iridescent virus (SHIV),Shrimp hemocyte iridescent virus,NCBITaxon_2039780,http://purl.obolibrary.org/obo/NCBITaxon_2039780
Infectious bursal disease,Infectious bursal disease virus,OMIT_0008370,http://purl.obolibrary.org/obo/OMIT_0008370
Mushroom Poisoning,Mushroom Poisoning,OMIT_0010184,http://purl.obolibrary.org/obo/OMIT_0010184
Travel Restrictions Measles,Unknown Status Due to COVID-19-Related Travel Restrictions,NCIT_C172433,http://purl.obolibrary.org/obo/NCIT_C172433
American foulbrood,"American, Botswana (Turkey)",VBO_0016632,http://purl.obolibrary.org/obo/VBO_0016632
European foulbrood,European (Cat),VBO_0100092,http://purl.obolibrary.org/obo/VBO_0100092
Infestation of honey bees with Varroa spp.,Infestation caused by Varroa (disorder),59016004,http://snomed.info/id/59016004
Reinfection,Reinfection,NCIT_C177387,http://purl.obolibrary.org/obo/NCIT_C177387
Seized Heroin,Heroin,OMIT_0005208,http://purl.obolibrary.org/obo/OMIT_0005208
AEFI,Adverse Event Following Immunization,NCIT_C102470,http://purl.obolibrary.org/obo/NCIT_C102470
Coronavirus Variant Alpha,SARS Coronavirus 2 B.1.1.7,NCIT_C179573,http://purl.obolibrary.org/obo/NCIT_C179573
H5N8,G04854VP,GNO_G04854VP,http://purl.obolibrary.org/obo/GNO_G04854VP
Cerebral venous sinus thrombosis,Cerebral venous sinus thrombosis,HP_0033724,http://purl.obolibrary.org/obo/HP_0033724
Hampden Park,Hampden Park,GAZ_00487850,http://purl.obolibrary.org/obo/GAZ_00487850
Breastfeeding,Breast Feeding,NCIT_C25596,http://purl.obolibrary.org/obo/NCIT_C25596
Lyssavirus,Lyssavirus,NCIT_C112330,http://purl.obolibrary.org/obo/NCIT_C112330
Baylisascaris,Baylisascaris,NCBITaxon_6258,http://purl.obolibrary.org/obo/NCBITaxon_6258
NTU Vaccination,Vaccination,NCIT_C15346,http://purl.obolibrary.org/obo/NCIT_C15346
Aflatoxins,Aflatoxins,OMIT_0001776,http://purl.obolibrary.org/obo/OMIT_0001776
Candida auris,Candida auris,NCBITaxon_498019,http://purl.obolibrary.org/obo/NCBITaxon_498019
Acinetobacter,Acinetobacter,NCIT_C76200,http://purl.obolibrary.org/obo/NCIT_C76200
Anaplasma,Anaplasma,NCIT_C187902,http://purl.obolibrary.org/obo/NCIT_C187902
Bacillus,Bacillus,NCIT_C76202,http://purl.obolibrary.org/obo/NCIT_C76202
Citrobacter,Citrobacter,NCIT_C76273,http://purl.obolibrary.org/obo/NCIT_C76273
Enterobacter,Enterobacter,NCIT_C76310,http://purl.obolibrary.org/obo/NCIT_C76310
Francisella,Francisella,NCIT_C86396,http://purl.obolibrary.org/obo/NCIT_C86396
Klebsiella,Klebsiella,NCIT_C28165,http://purl.obolibrary.org/obo/NCIT_C28165
Morganella,Morganella,NCIT_C86531,http://purl.obolibrary.org/obo/NCIT_C86531
Proteus,Proteus,VTO_0001552,http://purl.obolibrary.org/obo/VTO_0001552
Acremonium,Acremonium,NCIT_C118935,http://purl.obolibrary.org/obo/NCIT_C118935
Clonorchis,Clonorchis,NCBITaxon_79922,http://purl.obolibrary.org/obo/NCBITaxon_79922
Chandipura virus,Chandipura virus,NCBITaxon_11272,http://purl.obolibrary.org/obo/NCBITaxon_11272
Parvovirus B19,Parvovirus B19,NCIT_C89772,http://purl.obolibrary.org/obo/NCIT_C89772
Plasmodium,Plasmodium,NCIT_C98268,http://purl.obolibrary.org/obo/NCIT_C98268
Men who have sex with men (MSM),Men who have Sex with Men,NCIT_C84365,http://purl.obolibrary.org/obo/NCIT_C84365
H3N8,G96430BV,GNO_G96430BV,http://purl.obolibrary.org/obo/GNO_G96430BV
Cardiobacterium,Cardiobacterium,NCIT_C86243,http://purl.obolibrary.org/obo/NCIT_C86243
Bacteroides,Bacteroides,NCIT_C76204,http://purl.obolibrary.org/obo/NCIT_C76204
Mycoplasma,Mycoplasma,NCIT_C73540,http://purl.obolibrary.org/obo/NCIT_C73540
Orientia,Orientia,NCBITaxon_69474,http://purl.obolibrary.org/obo/NCBITaxon_69474
Treponema,Treponema,NCIT_C76385,http://purl.obolibrary.org/obo/NCIT_C76385
Hafnia,Hafnia,NCIT_C86434,http://purl.obolibrary.org/obo/NCIT_C86434
Prevotella,Prevotella,NCIT_C86660,http://purl.obolibrary.org/obo/NCIT_C86660
Serratia,Serratia,NCIT_C86010,http://purl.obolibrary.org/obo/NCIT_C86010
Stenotrophomonas,Stenotrophomonas,NCIT_C86776,http://purl.obolibrary.org/obo/NCIT_C86776
Oerskovia,Oerskovia,NCIT_C86622,http://purl.obolibrary.org/obo/NCIT_C86622
Psychrobacter,Psychrobacter,NCIT_C86707,http://purl.obolibrary.org/obo/NCIT_C86707
Halicephalobus,Halicephalobus,NCBITaxon_114867,http://purl.obolibrary.org/obo/NCBITaxon_114867
Veillonella,Veillonella,NCIT_C86837,http://purl.obolibrary.org/obo/NCIT_C86837
Acanthamoeba,Acanthamoeba,NCIT_C118934,http://purl.obolibrary.org/obo/NCIT_C118934
Alcaligenes,Alcaligenes,NCIT_C86012,http://purl.obolibrary.org/obo/NCIT_C86012
Apophysomyces,Apophysomyces,NCIT_C127271,http://purl.obolibrary.org/obo/NCIT_C127271
Arthrographis,Arthrographis,NCIT_C139106,http://purl.obolibrary.org/obo/NCIT_C139106
Balamuthia,Balamuthia,NCIT_C122041,http://purl.obolibrary.org/obo/NCIT_C122041
Paecilomyces,Paecilomyces,NCIT_C123532,http://purl.obolibrary.org/obo/NCIT_C123532
Providencia,Providencia,NCIT_C86690,http://purl.obolibrary.org/obo/NCIT_C86690
Ureaplasma,Ureaplasma,NCIT_C86832,http://purl.obolibrary.org/obo/NCIT_C86832
Rhodotorula,Rhodotorula,NCIT_C124370,http://purl.obolibrary.org/obo/NCIT_C124370
Scedosporium,Scedosporium,NCIT_C127297,http://purl.obolibrary.org/obo/NCIT_C127297
Sporotrichosis,sporotrichosis,EFO_0007494,http://www.ebi.ac.uk/efo/EFO_0007494
Long-term care facility,Long-Term Care Facility,NCIT_C53530,http://purl.obolibrary.org/obo/NCIT_C53530
Pasteurella,Pasteurella,NCIT_C86636,http://purl.obolibrary.org/obo/NCIT_C86636
Aedes mosquito,Aedes taeniorhynchus,NCIT_C87499,http://purl.obolibrary.org/obo/NCIT_C87499
Culex mosquito,Culex quinquefasciatus,NCBITaxon_7176,http://purl.obolibrary.org/obo/NCBITaxon_7176
Harmful Algal Blooms,Harmful Algal Bloom,OMIT_0026854,http://purl.obolibrary.org/obo/OMIT_0026854
Fasciola,Fasciola,NCIT_C122021,http://purl.obolibrary.org/obo/NCIT_C122021
Psoroptes,Psoroptes,NCBITaxon_83911,http://purl.obolibrary.org/obo/NCBITaxon_83911
Human parainfluenza virus,Human Parainfluenza Virus,NCIT_C125641,http://purl.obolibrary.org/obo/NCIT_C125641
European brown hare syndrome virus,European brown hare syndrome virus,NCBITaxon_33756,http://purl.obolibrary.org/obo/NCBITaxon_33756
Feline leukemia virus,Feline leukemia virus,NCBITaxon_11768,http://purl.obolibrary.org/obo/NCBITaxon_11768
Borrelia,Borrelia,NCIT_C86206,http://purl.obolibrary.org/obo/NCIT_C86206
Naegleria fowleri,Naegleria fowleri,NCIT_C123523,http://purl.obolibrary.org/obo/NCIT_C123523
Fibropapillomatosis,Fibropapillomatosis associated Chelonia mydas herpesvirus,NCBITaxon_179532,http://purl.obolibrary.org/obo/NCBITaxon_179532
Pox viruses (non-domestic species),class III plant peroxidase,PR_000022000,http://purl.obolibrary.org/obo/PR_000022000
Sex workers,Sex Workers,OMIT_0027762,http://purl.obolibrary.org/obo/OMIT_0027762
Scrapie,scrapie,EFO_1001168,http://www.ebi.ac.uk/efo/EFO_1001168
Ovine epididymitis,Epididymitis,OMIT_0006060,http://purl.obolibrary.org/obo/OMIT_0006060
Spodoptera frugiperda,Spodoptera frugiperda,NCBITaxon_7108,http://purl.obolibrary.org/obo/NCBITaxon_7108
Aspergillus niger,Aspergillus niger,NCIT_C121138,http://purl.obolibrary.org/obo/NCIT_C121138
Mycotoxins,Mycotoxins,OMIT_0010221,http://purl.obolibrary.org/obo/OMIT_0010221
Acalymma vittatum,Acalymma vittatum,NCBITaxon_133117,http://purl.obolibrary.org/obo/NCBITaxon_133117
Acanalonia conica,Acanalonia conica,NCBITaxon_1585284,http://purl.obolibrary.org/obo/NCBITaxon_1585284
Acanthococcus lagerstroemiae,Acanthococcus lagerstroemiae,NCBITaxon_2838189,http://purl.obolibrary.org/obo/NCBITaxon_2838189
Acanthotomicus suncei,Acanthotomicus suncei,NCBITaxon_2482882,http://purl.obolibrary.org/obo/NCBITaxon_2482882
Acaphylla theae,Acaphylla theae,NCBITaxon_1480105,http://purl.obolibrary.org/obo/NCBITaxon_1480105
Aceria ficus,Aceria ficus,NCBITaxon_2813510,http://purl.obolibrary.org/obo/NCBITaxon_2813510
Aceria kuko,Aceria,NCBITaxon_109362,http://purl.obolibrary.org/obo/NCBITaxon_109362
Aceria litchii,Aceria litchii,NCBITaxon_2654999,http://purl.obolibrary.org/obo/NCBITaxon_2654999
Aceria mangiferae,Aceria mangiferae,NCBITaxon_1336405,http://purl.obolibrary.org/obo/NCBITaxon_1336405
Achyra rantalis,Achyra rantalis,NCBITaxon_1889816,http://purl.obolibrary.org/obo/NCBITaxon_1889816
Achyranthes virus A,Achyranthes virus A,NCBITaxon_2753665,http://purl.obolibrary.org/obo/NCBITaxon_2753665
Acidovorax citrulli,Acidovorax citrulli,NCBITaxon_80869,http://purl.obolibrary.org/obo/NCBITaxon_80869
Aclees taiwanensis,Aclees taiwanensis,NCBITaxon_2758708,http://purl.obolibrary.org/obo/NCBITaxon_2758708
Aconite virus A,Aconite virus A,NCBITaxon_2764701,http://purl.obolibrary.org/obo/NCBITaxon_2764701
Actinidia virus C,Actinidia virus C,NCBITaxon_2715793,http://purl.obolibrary.org/obo/NCBITaxon_2715793
Actinidia virus X,Actinidia virus X,NCBITaxon_1331744,http://purl.obolibrary.org/obo/NCBITaxon_1331744
Actinidia yellowing ringspot virus,Actinidia yellowing ringspot virus,NCBITaxon_2715794,http://purl.obolibrary.org/obo/NCBITaxon_2715794
Aculops fuchsiae,Aculops fuchsiae,NCBITaxon_2813514,http://purl.obolibrary.org/obo/NCBITaxon_2813514
Adelges pectinatae,Adelges pectinatae,NCBITaxon_419081,http://purl.obolibrary.org/obo/NCBITaxon_419081
Adelges tsugae,Adelges tsugae,NCBITaxon_357502,http://purl.obolibrary.org/obo/NCBITaxon_357502
Affinibrenneria salicis,Affinibrenneria salicis,NCBITaxon_2590031,http://purl.obolibrary.org/obo/NCBITaxon_2590031
Agapanthus tungro virus,rice tungro disease,CO_320:0000184,http://www.cropontology.org/rdf/CO_320:0000184
Ageratum yellow vein Sri Lanka virus,Ageratum yellow vein Sri Lanka virus,NCBITaxon_222079,http://purl.obolibrary.org/obo/NCBITaxon_222079
Agrilus ater,Agrilus ater,NCBITaxon_1762823,http://purl.obolibrary.org/obo/NCBITaxon_1762823
Agrilus bilineatus,Agrilus bilineatus,NCBITaxon_2201949,http://purl.obolibrary.org/obo/NCBITaxon_2201949
Agrilus hastulifer,Agrilus hastulifer,NCBITaxon_2211264,http://purl.obolibrary.org/obo/NCBITaxon_2211264
Agrilus horni,Agrilus horni,NCBITaxon_2486035,http://purl.obolibrary.org/obo/NCBITaxon_2486035
Agrilus mali,Agrilus mali,NCBITaxon_1917227,http://purl.obolibrary.org/obo/NCBITaxon_1917227
Agriphila aeneociliella,Agriphila aeneociliella,NCBITaxon_2944869,http://purl.obolibrary.org/obo/NCBITaxon_2944869
Agrobacterium pusense,Agrobacterium,NCIT_C86011,http://purl.obolibrary.org/obo/NCIT_C86011
Agrotis robusta,Agrotis robusta,NCBITaxon_2732335,http://purl.obolibrary.org/obo/NCBITaxon_2732335
Aleurocanthus arecae,Aleurocanthus arecae,NCBITaxon_2839871,http://purl.obolibrary.org/obo/NCBITaxon_2839871
Aleurocanthus camelliae,Aleurocanthus camelliae,NCBITaxon_1000661,http://purl.obolibrary.org/obo/NCBITaxon_1000661
Aleurocerus palmae,Arecaceae,NCBITaxon_4710,http://purl.obolibrary.org/obo/NCBITaxon_4710
Aleuroclava jasmini,Aleuroclava jasmini,NCBITaxon_1941242,http://purl.obolibrary.org/obo/NCBITaxon_1941242
Aleuroclava psidii,Aleuroclava psidii,NCBITaxon_1149941,http://purl.obolibrary.org/obo/NCBITaxon_1149941
Aleurodicus dispersus,Aleurodicus dispersus,NCBITaxon_267823,http://purl.obolibrary.org/obo/NCBITaxon_267823
Aleurodicus rugioperculatus,Aleurodicus rugioperculatus,NCBITaxon_1608326,http://purl.obolibrary.org/obo/NCBITaxon_1608326
Aleurolobus marlatti,Aleurolobus marlatti,NCBITaxon_1149932,http://purl.obolibrary.org/obo/NCBITaxon_1149932
Aleurothrixus floccosus,Aleurothrixus floccosus,NCBITaxon_594379,http://purl.obolibrary.org/obo/NCBITaxon_594379
Aleurothrixus trachoides,Aleurothrixus trachoides,NCBITaxon_2710796,http://purl.obolibrary.org/obo/NCBITaxon_2710796
Aleurotrachelus atratus,Aleurotrachelus atratus,NCBITaxon_594397,http://purl.obolibrary.org/obo/NCBITaxon_594397
Allokermes galliformis,Allokermes galliformis,NCBITaxon_1715832,http://purl.obolibrary.org/obo/NCBITaxon_1715832
Alsophila pometaria,Alsophila pometaria,NCBITaxon_689273,http://purl.obolibrary.org/obo/NCBITaxon_689273
Alstroemeria necrotic streak virus,Alstroemeria necrotic streak virus,NCBITaxon_693450,http://purl.obolibrary.org/obo/NCBITaxon_693450
Alternaria gaisen,Alternaria gaisen,NCBITaxon_167740,http://purl.obolibrary.org/obo/NCBITaxon_167740
Alternaria grandis,Alternaria grandis,NCBITaxon_470694,http://purl.obolibrary.org/obo/NCBITaxon_470694
Alternaria mali,Alternaria mali,NCBITaxon_167741,http://purl.obolibrary.org/obo/NCBITaxon_167741
Alternaria panax,Alternaria panax,NCBITaxon_48097,http://purl.obolibrary.org/obo/NCBITaxon_48097
Alternaria physalidis,Alternaria physalidis,NCBITaxon_2654671,http://purl.obolibrary.org/obo/NCBITaxon_2654671
Alternaria tenuissima,Alternaria tenuissima,NCBITaxon_119927,http://purl.obolibrary.org/obo/NCBITaxon_119927
Alternaria thunbergiae,Alternaria thunbergiae,NCBITaxon_1568918,http://purl.obolibrary.org/obo/NCBITaxon_1568918
Amasa truncata,Amasa truncata,NCBITaxon_1482075,http://purl.obolibrary.org/obo/NCBITaxon_1482075
Ambrosiodmus compressus,Ambrosiodmus compressus,NCBITaxon_195549,http://purl.obolibrary.org/obo/NCBITaxon_195549
Ambrosiodmus rubricollis,Ambrosiodmus rubricollis,NCBITaxon_661389,http://purl.obolibrary.org/obo/NCBITaxon_661389
Amrasca biguttula biguttula,Amrasca biguttula biguttula,NCBITaxon_1836603,http://purl.obolibrary.org/obo/NCBITaxon_1836603
Amyelois transitella,Amyelois transitella,NCBITaxon_680683,http://purl.obolibrary.org/obo/NCBITaxon_680683
Anadevidia peponis,Anadevidia peponis,NCBITaxon_254367,http://purl.obolibrary.org/obo/NCBITaxon_254367
Anastrepha alveatoides,Anastrepha alveatoides,NCBITaxon_2006190,http://purl.obolibrary.org/obo/NCBITaxon_2006190
Anastrepha australis,Anastrepha australis,NCBITaxon_95523,http://purl.obolibrary.org/obo/NCBITaxon_95523
Anastrepha dissimilis,Anastrepha dissimilis,NCBITaxon_2006222,http://purl.obolibrary.org/obo/NCBITaxon_2006222
Anastrepha elegans,Anastrepha elegans,NCBITaxon_2006227,http://purl.obolibrary.org/obo/NCBITaxon_2006227
Anastrepha macrura,Anastrepha macrura,NCBITaxon_2006262,http://purl.obolibrary.org/obo/NCBITaxon_2006262
Anastrepha pastranai,Anastrepha pastranai,NCBITaxon_2006282,http://purl.obolibrary.org/obo/NCBITaxon_2006282
Anastrepha punctata,Anastrepha punctata,NCBITaxon_95518,http://purl.obolibrary.org/obo/NCBITaxon_95518
Anguina pacificae,Anguina pacificae,NCBITaxon_165977,http://purl.obolibrary.org/obo/NCBITaxon_165977
Anisandrus maiche,Anisandrus maiche,NCBITaxon_1158784,http://purl.obolibrary.org/obo/NCBITaxon_1158784
Anomala exitialis,Nematocryptus exitialis,NCBITaxon_2736798,http://purl.obolibrary.org/obo/NCBITaxon_2736798
Anthonomus spilotus,Anthonomus spilotus,NCBITaxon_2684830,http://purl.obolibrary.org/obo/NCBITaxon_2684830
Anticarsia gemmatalis,Anticarsia gemmatalis,NCBITaxon_129554,http://purl.obolibrary.org/obo/NCBITaxon_129554
Aonidiella citrina,Aonidiella citrina,NCBITaxon_665242,http://purl.obolibrary.org/obo/NCBITaxon_665242
Aonidiella orientalis,Aonidiella orientalis,NCBITaxon_2038803,http://purl.obolibrary.org/obo/NCBITaxon_2038803
Apate monachus,Apate monachus,NCBITaxon_2599484,http://purl.obolibrary.org/obo/NCBITaxon_2599484
Aphalara itadori,Aphalara itadori,NCBITaxon_1566707,http://purl.obolibrary.org/obo/NCBITaxon_1566707
Aphelenchoides arachidis,Aphelenchoides,NCBITaxon_90723,http://purl.obolibrary.org/obo/NCBITaxon_90723
Aphelenchoides besseyi,Aphelenchoides besseyi,NCBITaxon_269767,http://purl.obolibrary.org/obo/NCBITaxon_269767
Aphelenchoides fragariae,Aphelenchoides fragariae,NCBITaxon_90724,http://purl.obolibrary.org/obo/NCBITaxon_90724
Aphelenchoides goodeyi,Aphelenchoides,NCBITaxon_90723,http://purl.obolibrary.org/obo/NCBITaxon_90723
Aphelenchoides pseudogoodeyi,Aphelenchoides pseudogoodeyi,NCBITaxon_2600240,http://purl.obolibrary.org/obo/NCBITaxon_2600240
Aphis illinoisensis,Aphis illinoisensis,NCBITaxon_527570,http://purl.obolibrary.org/obo/NCBITaxon_527570
Aphis odinae,Aphis odinae,NCBITaxon_464927,http://purl.obolibrary.org/obo/NCBITaxon_464927
Apium virus Y,Apium virus Y,NCBITaxon_168135,http://purl.obolibrary.org/obo/NCBITaxon_168135
Aplonobia histricina,Aplonobia histricina,NCBITaxon_392235,http://purl.obolibrary.org/obo/NCBITaxon_392235
Aplosporella javeedii,Aplosporella javeedii,NCBITaxon_1346708,http://purl.obolibrary.org/obo/NCBITaxon_1346708
Apple chlorotic fruit spot viroid,Apple chlorotic fruit spot viroid,NCBITaxon_2029516,http://purl.obolibrary.org/obo/NCBITaxon_2029516
Apple Green Crinkle Associated Virus,Apple green crinkle associated virus,NCBITaxon_1211388,http://purl.obolibrary.org/obo/NCBITaxon_1211388
Apple rootstock virus A,Apple rootstock virus A,NCBITaxon_2563012,http://purl.obolibrary.org/obo/NCBITaxon_2563012
Apricot vein clearing associated virus,Apricot vein clearing associated virus,NCBITaxon_1343920,http://purl.obolibrary.org/obo/NCBITaxon_1343920
Arachis virus Y,Arachis virus Y,NCBITaxon_2760840,http://purl.obolibrary.org/obo/NCBITaxon_2760840
Araecerus fasciculatus,Araecerus fasciculatus,NCBITaxon_251759,http://purl.obolibrary.org/obo/NCBITaxon_251759
Arboridia kakogawana,Arboridia kakogawana,NCBITaxon_2699287,http://purl.obolibrary.org/obo/NCBITaxon_2699287
Arceuthobium abietis-religiosae,Arceuthobium abietis-religiosae,NCBITaxon_35976,http://purl.obolibrary.org/obo/NCBITaxon_35976
Arceuthobium bicarinatum,Arceuthobium bicarinatum,NCBITaxon_35979,http://purl.obolibrary.org/obo/NCBITaxon_35979
